date,user_submitted_review,title,total_purchased,customer_type
9/13/19,Would not recommend,Secrets Of R For Advanced Students,3,Business
05-08-19,The author's other books were better,Fundamentals of R For Beginners,7,Business
10/25/19,,Fundamentals of R For Beginners,9,Business
2/18/19,The author's other books were better,Fundamentals of R For Beginners,4,Business
1/30/19,Awesome!,R For Dummies,2,Business
11/28/19,A lot of material was not needed,R For Dummies,1,Business
8/31/19,A lot of material was not needed,Fundamentals of R For Beginners,2,Business
03-03-19,Awesome!,Fundamentals of R For Beginners,NA,Individual
2/15/19,Would not recommend,R For Dummies,NA,Individual
12-11-19,A lot of material was not needed,R vs Python: An Essay,4,Individual
2/28/19,Would not recommend,Secrets Of R For Advanced Students,7,Business
5/28/19,A lot of material was not needed,Secrets Of R For Advanced Students,NA,Business
2/24/19,OK,Fundamentals of R For Beginners,1,Individual
10/31/19,NA,R For Dummies,2,Individual
11-08-19,OK,R vs Python: An Essay,9,Business
5/16/19,The author's other books were better,Fundamentals of R For Beginners,4,Business
05-03-19,The author's other books were better,R vs Python: An Essay,NA,Business
07-10-19,OK,Fundamentals of R For Beginners,6,Business
10-06-19,it was okay,R vs Python: An Essay,7,Business
2/26/19,,Fundamentals of R For Beginners,6,Individual
3/13/19,A lot of material was not needed,Fundamentals of R For Beginners,1,Business
06-02-19,OK,R vs Python: An Essay,1,Individual
12/26/19,I learned a lot,R For Dummies,4,Business
6/29/19,Never read a better book,R For Dummies,5,Individual
11-02-19,Would not recommend,Fundamentals of R For Beginners,4,Individual
1/26/19,Never read a better book,R vs Python: An Essay,5,Business
6/26/19,OK,R vs Python: An Essay,NA,Business
6/25/19,Would not recommend,R For Dummies,3,Business
02-05-19,,R For Dummies,4,Individual
8/31/19,,Fundamentals of R For Beginners,2,Business
08-06-19,Hated it,Secrets Of R For Advanced Students,2,Individual
4/19/19,NA,R vs Python: An Essay,4,Business
1/14/19,OK,R For Dummies,NA,Business
9/28/19,Hated it,R For Dummies,NA,Individual
8/24/19,Would not recommend,Top 10 Mistakes R Beginners Make,4,Individual
4/18/19,NA,R vs Python: An Essay,5,Business
5/28/19,Never read a better book,Fundamentals of R For Beginners,NA,Business
7/13/19,NA,Fundamentals of R For Beginners,8,Business
01-09-19,The author's other books were better,Fundamentals of R For Beginners,3,Individual
04-11-19,OK,Fundamentals of R For Beginners,2,Business
12/17/19,Would not recommend,R For Dummies,7,Business
10/20/19,Would not recommend,Fundamentals of R For Beginners,6,Individual
9/25/19,A lot of material was not needed,R For Dummies,3,Business
10-07-19,it was okay,Fundamentals of R For Beginners,4,Business
4/18/19,Never read a better book,R vs Python: An Essay,4,Business
12/20/19,Never read a better book,Fundamentals of R For Beginners,NA,Business
11/28/19,Hated it,R For Dummies,3,Business
12/24/19,OK,R For Dummies,2,Individual
11-11-19,I learned a lot,R For Dummies,2,Business
12/14/19,The author's other books were better,R For Dummies,NA,Individual
08-11-19,Never read a better book,R For Dummies,5,Business
07-09-19,Hated it,R vs Python: An Essay,5,Business
08-12-19,The author's other books were better,Fundamentals of R For Beginners,2,Business
10/15/19,I learned a lot,R For Dummies,1,Business
4/22/19,OK,R For Dummies,NA,Business
3/25/19,NA,R For Dummies,6,Individual
10-11-19,,Fundamentals of R For Beginners,2,Individual
12/25/19,The author's other books were better,Secrets Of R For Advanced Students,6,Business
05-03-19,A lot of material was not needed,R For Dummies,5,Business
5/18/19,Would not recommend,R For Dummies,5,Individual
10/27/19,NA,R For Dummies,3,Business
10/19/19,I learned a lot,Fundamentals of R For Beginners,NA,Individual
10/31/19,Awesome!,Fundamentals of R For Beginners,NA,Business
03-06-19,Never read a better book,R vs Python: An Essay,5,Business
09-11-19,The author's other books were better,R For Dummies,6,Business
10/31/19,I learned a lot,Secrets Of R For Advanced Students,4,Individual
03-09-19,it was okay,R For Dummies,2,Business
04-06-19,Never read a better book,Secrets Of R For Advanced Students,4,Individual
1/28/19,NA,Fundamentals of R For Beginners,3,Business
6/27/19,Hated it,R vs Python: An Essay,6,Individual
8/28/19,Would not recommend,R For Dummies,NA,Business
12-05-19,Never read a better book,Secrets Of R For Advanced Students,NA,Business
11-03-19,,Secrets Of R For Advanced Students,7,Business
11/23/19,Never read a better book,Fundamentals of R For Beginners,4,Individual
10/26/19,NA,Fundamentals of R For Beginners,4,Individual
09-11-19,Would not recommend,Top 10 Mistakes R Beginners Make,NA,Business
09-12-19,The author's other books were better,R For Dummies,3,Individual
08-06-19,NA,Fundamentals of R For Beginners,4,Business
06-09-19,The author's other books were better,Fundamentals of R For Beginners,3,Business
02-12-19,NA,R vs Python: An Essay,NA,Business
6/25/19,Hated it,Fundamentals of R For Beginners,4,Business
11/29/19,NA,R For Dummies,5,Business
2/23/19,NA,R vs Python: An Essay,2,Business
11-06-19,Would not recommend,Fundamentals of R For Beginners,7,Individual
12-03-19,The author's other books were better,Fundamentals of R For Beginners,3,Individual
1/27/19,NA,R For Dummies,5,Individual
10/28/19,The author's other books were better,Secrets Of R For Advanced Students,NA,Business
2/24/19,Awesome!,R For Dummies,5,Business
5/30/19,Never read a better book,Fundamentals of R For Beginners,4,Business
7/15/19,OK,R For Dummies,3,Individual
08-06-19,Hated it,Fundamentals of R For Beginners,6,Individual
10/26/19,NA,Secrets Of R For Advanced Students,NA,Individual
01-07-19,NA,Fundamentals of R For Beginners,2,Business
04-05-19,it was okay,R vs Python: An Essay,4,Individual
08-01-19,I learned a lot,R For Dummies,6,Business
4/18/19,I learned a lot,R vs Python: An Essay,0,Business
5/30/19,I learned a lot,Fundamentals of R For Beginners,NA,Business
7/28/19,The author's other books were better,Fundamentals of R For Beginners,NA,Business
03-02-19,Awesome!,Fundamentals of R For Beginners,2,Business
1/14/19,Awesome!,Top 10 Mistakes R Beginners Make,3,Individual
07-03-19,Awesome!,Fundamentals of R For Beginners,4,Business
1/31/19,NA,Fundamentals of R For Beginners,1,Individual
6/24/19,Never read a better book,R For Dummies,6,Business
7/17/19,Would not recommend,R For Dummies,6,Business
09-06-19,Would not recommend,Fundamentals of R For Beginners,1,Individual
03-02-19,Never read a better book,R For Dummies,4,Individual
10/19/19,I learned a lot,R For Dummies,3,Business
04-02-19,OK,R For Dummies,6,Business
6/26/19,OK,R vs Python: An Essay,2,Business
4/30/19,OK,R vs Python: An Essay,1,Business
5/17/19,The author's other books were better,R vs Python: An Essay,4,Business
2/18/19,NA,R vs Python: An Essay,6,Business
2/14/19,OK,Fundamentals of R For Beginners,4,Business
5/14/19,,R vs Python: An Essay,NA,Individual
2/19/19,it was okay,Fundamentals of R For Beginners,3,Business
11/29/19,Hated it,R For Dummies,3,Business
9/26/19,OK,Fundamentals of R For Beginners,4,Business
4/18/19,The author's other books were better,Fundamentals of R For Beginners,NA,Individual
8/18/19,Hated it,R For Dummies,3,Business
3/27/19,I learned a lot,Fundamentals of R For Beginners,0,Individual
5/13/19,A lot of material was not needed,R vs Python: An Essay,3,Business
11/14/19,Would not recommend,R For Dummies,5,Individual
1/26/19,Never read a better book,Fundamentals of R For Beginners,2,Business
1/15/19,The author's other books were better,Fundamentals of R For Beginners,2,Business
10/19/19,it was okay,R For Dummies,5,Individual
07-05-19,Awesome!,R vs Python: An Essay,NA,Business
01-05-19,it was okay,R vs Python: An Essay,6,Individual
07-02-19,it was okay,Fundamentals of R For Beginners,NA,Individual
9/19/19,OK,Fundamentals of R For Beginners,5,Business
8/28/19,OK,Top 10 Mistakes R Beginners Make,2,Individual
7/27/19,OK,Top 10 Mistakes R Beginners Make,5,Business
10-01-19,OK,R For Dummies,6,Individual
6/13/19,Would not recommend,Secrets Of R For Advanced Students,4,Business
08-07-19,Would not recommend,Secrets Of R For Advanced Students,4,Business
6/16/19,The author's other books were better,R For Dummies,6,Business
05-01-19,NA,R vs Python: An Essay,2,Business
04-11-19,Never read a better book,Fundamentals of R For Beginners,4,Business
7/31/19,OK,Fundamentals of R For Beginners,1,Individual
10-10-19,Hated it,Fundamentals of R For Beginners,6,Business
5/21/19,Hated it,Fundamentals of R For Beginners,NA,Business
1/29/19,Would not recommend,Top 10 Mistakes R Beginners Make,5,Business
02-03-19,Awesome!,R vs Python: An Essay,6,Individual
04-04-19,A lot of material was not needed,Fundamentals of R For Beginners,NA,Business
2/22/19,Hated it,Secrets Of R For Advanced Students,4,Business
2/13/19,OK,Fundamentals of R For Beginners,5,Business
04-06-19,OK,R For Dummies,3,Business
10/24/19,Never read a better book,R For Dummies,3,Business
01-01-19,,R For Dummies,0,Business
6/24/19,it was okay,R vs Python: An Essay,2,Business
02-04-19,Would not recommend,Fundamentals of R For Beginners,7,Individual
3/20/19,OK,Fundamentals of R For Beginners,3,Business
12/19/19,,R vs Python: An Essay,3,Individual
6/28/19,it was okay,R For Dummies,5,Business
09-06-19,it was okay,R vs Python: An Essay,3,Individual
10/14/19,OK,R For Dummies,4,Business
11/28/19,NA,R For Dummies,6,Business
06-04-19,The author's other books were better,R For Dummies,6,Business
7/23/19,,Fundamentals of R For Beginners,3,Business
2/17/19,Awesome!,Secrets Of R For Advanced Students,6,Individual
04-11-19,NA,Fundamentals of R For Beginners,2,Individual
10-05-19,,R For Dummies,7,Individual
2/19/19,I learned a lot,Secrets Of R For Advanced Students,NA,Business
12/17/19,it was okay,Fundamentals of R For Beginners,1,Business
12/26/19,Hated it,R vs Python: An Essay,2,Individual
11/15/19,The author's other books were better,R For Dummies,1,Individual
1/24/19,Would not recommend,R vs Python: An Essay,3,Business
03-11-19,Awesome!,R vs Python: An Essay,4,Business
01-04-19,The author's other books were better,Fundamentals of R For Beginners,3,Business
5/17/19,it was okay,R vs Python: An Essay,NA,Business
10-08-19,,R For Dummies,4,Business
1/27/19,Never read a better book,Secrets Of R For Advanced Students,11,Business
11/26/19,I learned a lot,R For Dummies,4,Business
10/17/19,A lot of material was not needed,R For Dummies,NA,Individual
10/17/19,A lot of material was not needed,R For Dummies,4,Individual
8/14/19,it was okay,Fundamentals of R For Beginners,NA,Business
4/26/19,The author's other books were better,R For Dummies,3,Individual
4/20/19,OK,R For Dummies,8,Individual
10-06-19,it was okay,R For Dummies,4,Business
10/27/19,The author's other books were better,R For Dummies,NA,Business
3/16/19,OK,Secrets Of R For Advanced Students,4,Business
12-01-19,I learned a lot,Fundamentals of R For Beginners,2,Individual
10-07-19,Hated it,Fundamentals of R For Beginners,6,Business
4/29/19,Awesome!,R For Dummies,2,Individual
1/18/19,OK,Fundamentals of R For Beginners,1,Business
12/23/19,it was okay,R For Dummies,2,Individual
10-09-19,Awesome!,Fundamentals of R For Beginners,NA,Business
05-02-19,OK,Fundamentals of R For Beginners,NA,Individual
10/20/19,,Fundamentals of R For Beginners,3,Business
12/23/19,it was okay,R For Dummies,11,Individual
1/24/19,Never read a better book,Fundamentals of R For Beginners,3,Individual
10-02-19,The author's other books were better,Fundamentals of R For Beginners,5,Individual
06-02-19,OK,Fundamentals of R For Beginners,5,Business
2/22/19,,Top 10 Mistakes R Beginners Make,4,Business
10/19/19,Never read a better book,Fundamentals of R For Beginners,4,Business
5/18/19,OK,Fundamentals of R For Beginners,4,Business
1/16/19,Never read a better book,Fundamentals of R For Beginners,2,Business
9/18/19,NA,Fundamentals of R For Beginners,7,Individual
09-05-19,A lot of material was not needed,Fundamentals of R For Beginners,4,Business
11/21/19,OK,Fundamentals of R For Beginners,3,Individual
9/22/19,OK,R For Dummies,4,Individual
04-06-19,Would not recommend,Secrets Of R For Advanced Students,NA,Business
9/24/19,it was okay,R vs Python: An Essay,6,Business
6/19/19,it was okay,R Made Easy,3,Individual
3/13/19,Would not recommend,R vs Python: An Essay,2,Business
07-03-19,it was okay,R For Dummies,5,Business
12-05-19,OK,R For Dummies,4,Individual
9/13/19,OK,Fundamentals of R For Beginners,6,Business
8/25/19,I learned a lot,R For Dummies,3,Individual
3/31/19,it was okay,R For Dummies,5,Individual
7/15/19,Hated it,Secrets Of R For Advanced Students,NA,Business
2/20/19,,R For Dummies,4,Business
2/23/19,,R vs Python: An Essay,5,Individual
2/13/19,Never read a better book,R vs Python: An Essay,5,Individual
12/26/19,,Fundamentals of R For Beginners,4,Business
9/18/19,I learned a lot,R For Dummies,8,Business
3/30/19,Awesome!,R For Dummies,8,Business
01-01-19,A lot of material was not needed,Fundamentals of R For Beginners,1,Business
12/31/19,The author's other books were better,Fundamentals of R For Beginners,5,Individual
5/25/19,,Top 10 Mistakes R Beginners Make,NA,Business
11-05-19,Hated it,R For Dummies,4,Business
2/26/19,A lot of material was not needed,Fundamentals of R For Beginners,4,Business
06-09-19,Would not recommend,Fundamentals of R For Beginners,3,Business
10/26/19,NA,R vs Python: An Essay,2,Business
2/25/19,Never read a better book,R For Dummies,NA,Business
12-06-19,OK,Secrets Of R For Advanced Students,NA,Business
07-06-19,Awesome!,R For Dummies,4,Business
1/13/19,Hated it,R For Dummies,3,Business
05-10-19,I learned a lot,R For Dummies,6,Business
6/21/19,Never read a better book,Fundamentals of R For Beginners,4,Business
12/23/19,A lot of material was not needed,R vs Python: An Essay,NA,Business
11/26/19,Awesome!,Fundamentals of R For Beginners,3,Individual
9/16/19,OK,R vs Python: An Essay,4,Business
8/17/19,A lot of material was not needed,Fundamentals of R For Beginners,1,Business
01-10-19,Would not recommend,Secrets Of R For Advanced Students,5,Individual
02-01-19,NA,Fundamentals of R For Beginners,7,Individual
10-10-19,Would not recommend,R For Dummies,5,Business
7/26/19,,R For Dummies,6,Individual
9/23/19,I learned a lot,R vs Python: An Essay,3,Business
9/20/19,A lot of material was not needed,R vs Python: An Essay,7,Individual
10-04-19,Never read a better book,Fundamentals of R For Beginners,4,Business
10/24/19,Hated it,R vs Python: An Essay,3,Business
02-01-19,A lot of material was not needed,Fundamentals of R For Beginners,0,Business
9/26/19,NA,R vs Python: An Essay,3,Business
10-09-19,,R vs Python: An Essay,1,Individual
01-09-19,,R For Dummies,4,Business
4/16/19,NA,R For Dummies,9,Business
2/21/19,,R For Dummies,7,Individual
4/19/19,Hated it,Fundamentals of R For Beginners,5,Business
9/27/19,A lot of material was not needed,R For Dummies,2,Business
11-04-19,NA,Fundamentals of R For Beginners,5,Business
4/26/19,NA,R For Dummies,NA,Individual
